"","RESPONDENT_RACE","PARTNER_RACE","respondent_education","partner_education","PPPARTYID3","Q12"
"2489","(1) NH white","(1) NH white","Less than Bachelors","Advanced degree","(3) democrat","(2) democrat"
"2490","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"2491","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2492","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"2493","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"2494","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(3) independent"
"2495","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(2) other","(5) no preference"
"2496","(1) NH white","(1) NH white","Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2497","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2498","(1) NH white","(1) NH white","Advanced degree","Advanced degree","(3) democrat","(2) democrat"
"2499","(1) NH white","(1) NH white","Bachelors","Less than Bachelors","(3) democrat","(3) independent"
"2500","(1) NH white","(1) NH white","Advanced degree","Less than Bachelors","(3) democrat","(2) democrat"
"2501","(6) Hispanic","(1) NH white","Bachelors","Advanced degree","(3) democrat","(3) independent"
"2502","(2) NH black","(2) NH black","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2503","(1) NH white","(1) NH white","Bachelors","Bachelors","(3) democrat","(2) democrat"
"2504","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(3) independent"
"2505","(1) NH white","(1) NH white","Advanced degree","Advanced degree","(1) republican","(3) independent"
"2506","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(3) independent"
"2507","(1) NH white","(1) NH white","Advanced degree","Bachelors","(3) democrat","(2) democrat"
"2508","(1) NH white","(1) NH white","Bachelors","Bachelors","(3) democrat","(2) democrat"
"2509","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(3) independent"
"2510","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"2511","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(1) republican"
"2512","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2513","(1) NH white","(1) NH white","Bachelors","Advanced degree","(3) democrat","(1) republican"
"2514","(6) Hispanic","(1) NH white","Less than Bachelors","Bachelors","(1) republican","(5) no preference"
"2515","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"2516","(1) NH white","(6) Hispanic","Less than Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"2517","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2518","(1) NH white","(1) NH white","Bachelors","Advanced degree","(1) republican","(2) democrat"
"2519","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"2520","(6) Hispanic","(6) Hispanic","Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2521","(1) NH white","(1) NH white","Advanced degree","Less than Bachelors","(1) republican","(1) republican"
"2522","(1) NH white","(1) NH white","Bachelors","Bachelors","(3) democrat","(2) democrat"
"2523","(1) NH white","(1) NH white","Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2524","(1) NH white","(1) NH white","Advanced degree","Advanced degree","(3) democrat","(2) democrat"
"2525","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"2526","(1) NH white","(1) NH white","Advanced degree","Less than Bachelors","(3) democrat","(2) democrat"
"2527","(2) NH black","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"2528","(1) NH white","(1) NH white","Advanced degree","Advanced degree","(3) democrat","(2) democrat"
"2529","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"2530","(1) NH white","(1) NH white","Bachelors","Advanced degree","(3) democrat","(2) democrat"
"2531","(1) NH white","(6) Hispanic","Advanced degree","Less than Bachelors","(3) democrat","(2) democrat"
"2532","(1) NH white","(1) NH white","Advanced degree","Less than Bachelors","(3) democrat","(2) democrat"
"2533","(6) Hispanic","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(3) independent"
"2534","(3) NH Amer Indian","(1) NH white","Less than Bachelors","Bachelors","(1) republican","(1) republican"
"2535","(2) NH black","(1) NH white","Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2536","(1) NH white","(1) NH white","Advanced degree","Bachelors","(3) democrat","(3) independent"
"2537","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2538","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2539","(1) NH white","(6) Hispanic","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"2540","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(3) independent"
"2541","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"2542","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2543","(4) NH Asian Pac Islander","(4) NH Asian Pac Islander","Advanced degree","Bachelors","(3) democrat","(5) no preference"
"2544","(1) NH white","(3) NH Amer Indian","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"2545","(1) NH white","(1) NH white","Less than Bachelors","Bachelors","(3) democrat","(2) democrat"
"2546","(1) NH white","(1) NH white","Advanced degree","Less than Bachelors","(1) republican","(1) republican"
"2547","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"2548","(1) NH white","(1) NH white","Bachelors","Bachelors","(3) democrat","(2) democrat"
"2549","(1) NH white","(1) NH white","Less than Bachelors","Bachelors","(2) other","(3) independent"
"2550","(4) NH Asian Pac Islander","(1) NH white","Bachelors","Bachelors","(3) democrat","(1) republican"
"2551","(2) NH black","(2) NH black","Advanced degree","Bachelors","(3) democrat","(2) democrat"
"2552","(1) NH white","(1) NH white","Bachelors","Bachelors","(3) democrat","(3) independent"
"2553","(6) Hispanic","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(1) republican"
"2554","(1) NH white","(3) NH Amer Indian","Less than Bachelors","Less than Bachelors","(3) democrat","(3) independent"
"2555","(1) NH white","(6) Hispanic","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2556","(6) Hispanic","(6) Hispanic","Less than Bachelors","Less than Bachelors","(3) democrat","(3) independent"
"2557","(6) Hispanic","(6) Hispanic","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2558","(6) Hispanic","(1) NH white","Less than Bachelors","Bachelors","(1) republican","(1) republican"
"2559","(4) NH Asian Pac Islander","(1) NH white","Advanced degree","Less than Bachelors","(3) democrat","(2) democrat"
"2560","(6) Hispanic","(6) Hispanic","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2561","(3) NH Amer Indian","(2) NH black","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2562","(1) NH white","(1) NH white","Bachelors","Advanced degree","(3) democrat","(1) republican"
"2563","(1) NH white","(1) NH white","Less than Bachelors","Advanced degree","(3) democrat","(2) democrat"
"2564","(1) NH white","(1) NH white","Bachelors","Advanced degree","(3) democrat","(2) democrat"
"2565","(1) NH white","(1) NH white","Bachelors","Bachelors","(1) republican","(1) republican"
"2566","(1) NH white","(1) NH white","Advanced degree","Advanced degree","(3) democrat","(2) democrat"
"2567","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"2568","(1) NH white","(1) NH white","Bachelors","Bachelors","(3) democrat","(2) democrat"
"2569","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"2570","(2) NH black","(2) NH black","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2571","(6) Hispanic","(6) Hispanic","Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2572","(1) NH white","(1) NH white","Less than Bachelors","Bachelors","(1) republican","(2) democrat"
"2573","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(2) other","(1) republican"
"2574","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"2575","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"2576","(1) NH white","(5) NH Other","Advanced degree","Bachelors","(3) democrat","(2) democrat"
"2577","(1) NH white","(1) NH white","Bachelors","Advanced degree","(3) democrat","(3) independent"
"2578","(1) NH white","(1) NH white","Less than Bachelors","Bachelors","(3) democrat","(2) democrat"
"2579","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"2580","(2) NH black","(2) NH black","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2581","(1) NH white","(1) NH white","Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2582","(6) Hispanic","(6) Hispanic","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2583","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(3) independent"
"2584","(1) NH white","(1) NH white","Advanced degree","Advanced degree","(3) democrat","(2) democrat"
"2585","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"2586","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2587","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2588","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2589","(6) Hispanic","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(1) republican"
"2590","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2591","(2) NH black","(2) NH black","Less than Bachelors","Bachelors","(1) republican","(2) democrat"
"2592","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(3) independent"
"2593","(2) NH black","(2) NH black","Less than Bachelors","Bachelors","(3) democrat","(2) democrat"
"2594","(2) NH black","(2) NH black","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2595","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2596","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2597","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2598","(2) NH black","(2) NH black","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2599","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"2600","(6) Hispanic","(6) Hispanic","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2601","(2) NH black","(2) NH black","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2602","(1) NH white","(1) NH white","Bachelors","Bachelors","(3) democrat","(2) democrat"
"2603","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"2604","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(2) democrat"
"2605","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"2606","(6) Hispanic","(6) Hispanic","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2607","(1) NH white","(1) NH white","Less than Bachelors","Bachelors","(3) democrat","(3) independent"
"2608","(6) Hispanic","(6) Hispanic","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"2609","(1) NH white","(1) NH white","Less than Bachelors","Advanced degree","(1) republican","(1) republican"
"2610","(4) NH Asian Pac Islander","(4) NH Asian Pac Islander","Advanced degree","Bachelors","(3) democrat","(2) democrat"
"2611","(1) NH white","(1) NH white","Advanced degree","Advanced degree","(3) democrat","(2) democrat"
"2612","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"2613","(1) NH white","(1) NH white","Bachelors","Bachelors","(1) republican","(1) republican"
"2614","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(2) other","(5) no preference"
"2615","(1) NH white","(1) NH white","Bachelors","Bachelors","(3) democrat","(1) republican"
"2616","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"2617","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"2618","(1) NH white","(1) NH white","Less than Bachelors","Bachelors","(1) republican","(1) republican"
